AIRCRAFT_ID,AIRCRAFT_MANUFACTURER,AIRCRAFT_MODEL,SEAT_CAPACITY,REVIEW_ID
42,Unknown,Unknown,,139163
42,Unknown,Unknown,,112428
42,Unknown,Unknown,,71403
3,Airbus,A320,180,87926
19,Boeing,Boeing 737,189,150447
42,Unknown,Unknown,,135853
42,Unknown,Unknown,,95918
42,Unknown,Unknown,,115092
42,Unknown,Unknown,,52344
42,Unknown,Unknown,,151693
42,Unknown,Unknown,,62375
42,Unknown,Unknown,,80179
34,Boeing,Boeing 787,242,47080
42,Unknown,Unknown,,130440
42,Unknown,Unknown,,52236
42,Unknown,Unknown,,123432
42,Unknown,Unknown,,52822
42,Unknown,Unknown,,80730
42,Unknown,Unknown,,109001
42,Unknown,Unknown,,134664
42,Unknown,Unknown,,117381
42,Unknown,Unknown,,35225
38,Embraer,Embraer 170,76,44960
42,Unknown,Unknown,,48367
42,Unknown,Unknown,,115691
42,Unknown,Unknown,,49245
42,Unknown,Unknown,,126514
42,Unknown,Unknown,,45547
32,Boeing,Boeing 777,396,62809
42,Unknown,Unknown,,74556
42,Unknown,Unknown,,103064
42,Unknown,Unknown,,83639
42,Unknown,Unknown,,62048
42,Unknown,Unknown,,111472
42,Unknown,Unknown,,138387
42,Unknown,Unknown,,96701
42,Unknown,Unknown,,102985
42,Unknown,Unknown,,103451
42,Unknown,Unknown,,109867
42,Unknown,Unknown,,125908
42,Unknown,Unknown,,63873
42,Unknown,Unknown,,43725
42,Unknown,Unknown,,82285
42,Unknown,Unknown,,42045
42,Unknown,Unknown,,84868
42,Unknown,Unknown,,82887
42,Unknown,Unknown,,36201
42,Unknown,Unknown,,97498
42,Unknown,Unknown,,114837
42,Unknown,Unknown,,80086
42,Unknown,Unknown,,121666
42,Unknown,Unknown,,93141
42,Unknown,Unknown,,136494
34,Boeing,Boeing 787,242,100939
42,Unknown,Unknown,,140208
42,Unknown,Unknown,,137458
42,Unknown,Unknown,,132877
42,Unknown,Unknown,,44252
32,Boeing,Boeing 777,396,59136
19,Boeing,Boeing 737,189,47131
42,Unknown,Unknown,,51438
28,Boeing,Boeing 767,216,40471
42,Unknown,Unknown,,99468
42,Unknown,Unknown,,90985
42,Unknown,Unknown,,113624
42,Unknown,Unknown,,113878
42,Unknown,Unknown,,126294
32,Boeing,Boeing 777,396,139350
26,Boeing,Boeing 757,200,139351
26,Boeing,Boeing 757,200,67390
32,Boeing,Boeing 777,396,154516
32,Boeing,Boeing 777,396,154517
32,Boeing,Boeing 777,396,156991
42,Unknown,Unknown,,87511
42,Unknown,Unknown,,79238
42,Unknown,Unknown,,99469
20,,Boeing 738,,112259
42,Unknown,Unknown,,137715
42,Unknown,Unknown,,125317
42,Unknown,Unknown,,84111
42,Unknown,Unknown,,65538
42,Unknown,Unknown,,89236
42,Unknown,Unknown,,117679
19,Boeing,Boeing 737,189,101997
42,Unknown,Unknown,,132837
42,Unknown,Unknown,,78625
42,Unknown,Unknown,,73962
42,Unknown,Unknown,,93946
34,Boeing,Boeing 787,242,90914
42,Unknown,Unknown,,78733
42,Unknown,Unknown,,156349
3,Airbus,A320,180,79381
42,Unknown,Unknown,,118521
32,Boeing,Boeing 777,396,73838
19,Boeing,Boeing 737,189,87886
42,Unknown,Unknown,,104439
42,Unknown,Unknown,,64972
42,Unknown,Unknown,,125438
42,Unknown,Unknown,,89675
42,Unknown,Unknown,,115084
42,Unknown,Unknown,,145446
42,Unknown,Unknown,,136198
34,Boeing,Boeing 787,242,152527
42,Unknown,Unknown,,155587
28,Boeing,Boeing 767,216,42288
3,Airbus,A320,180,89529
42,Unknown,Unknown,,87638
42,Unknown,Unknown,,137055
42,Unknown,Unknown,,101170
42,Unknown,Unknown,,109605
26,Boeing,Boeing 757,200,48797
28,Boeing,Boeing 767,216,63556
28,Boeing,Boeing 767,216,66381
42,Unknown,Unknown,,40915
42,Unknown,Unknown,,69121
42,Unknown,Unknown,,112514
42,Unknown,Unknown,,109267
42,Unknown,Unknown,,75273
42,Unknown,Unknown,,148312
42,Unknown,Unknown,,152870
42,Unknown,Unknown,,143059
42,Unknown,Unknown,,93954
42,Unknown,Unknown,,124499
42,Unknown,Unknown,,53167
42,Unknown,Unknown,,145945
42,Unknown,Unknown,,58105
42,Unknown,Unknown,,94505
42,Unknown,Unknown,,72208
42,Unknown,Unknown,,47658
42,Unknown,Unknown,,92103
42,Unknown,Unknown,,115596
42,Unknown,Unknown,,40413
42,Unknown,Unknown,,88302
42,Unknown,Unknown,,100221
42,Unknown,Unknown,,84079
3,Airbus,A320,180,80857
42,Unknown,Unknown,,119059
42,Unknown,Unknown,,96963
42,Unknown,Unknown,,61887
42,Unknown,Unknown,,70479
42,Unknown,Unknown,,82810
3,Airbus,A320,180,59009
42,Unknown,Unknown,,38690
42,Unknown,Unknown,,97336
42,Unknown,Unknown,,41414
19,Boeing,Boeing 737,189,83307
42,Unknown,Unknown,,89771
42,Unknown,Unknown,,137218
42,Unknown,Unknown,,154245
42,Unknown,Unknown,,52226
42,Unknown,Unknown,,43899
42,Unknown,Unknown,,67236
23,Boeing,Boeing 747,467,116110
34,Boeing,Boeing 787,242,98466
42,Unknown,Unknown,,35464
19,Boeing,Boeing 737,189,66660
42,Unknown,Unknown,,109732
42,Unknown,Unknown,,40709
28,Boeing,Boeing 767,216,56014
34,Boeing,Boeing 787,242,70541
42,Unknown,Unknown,,92007
28,Boeing,Boeing 767,216,78984
42,Unknown,Unknown,,137370
42,Unknown,Unknown,,156854
42,Unknown,Unknown,,115844
42,Unknown,Unknown,,83596
42,Unknown,Unknown,,58775
42,Unknown,Unknown,,38746
34,Boeing,Boeing 787,242,107844
19,Boeing,Boeing 737,189,57214
42,Unknown,Unknown,,35923
42,Unknown,Unknown,,55524
42,Unknown,Unknown,,45808
42,Unknown,Unknown,,51285
42,Unknown,Unknown,,127621
42,Unknown,Unknown,,149149
42,Unknown,Unknown,,52507
32,Boeing,Boeing 777,396,88341
42,Unknown,Unknown,,140861
42,Unknown,Unknown,,82426
42,Unknown,Unknown,,136847
42,Unknown,Unknown,,114080
42,Unknown,Unknown,,43337
42,Unknown,Unknown,,99233
42,Unknown,Unknown,,88731
42,Unknown,Unknown,,76522
3,Airbus,A320,180,98260
42,Unknown,Unknown,,95620
42,Unknown,Unknown,,113889
42,Unknown,Unknown,,50260
42,Unknown,Unknown,,89257
42,Unknown,Unknown,,130386
42,Unknown,Unknown,,125332
32,Boeing,Boeing 777,396,125714
19,Boeing,Boeing 737,189,61453
42,Unknown,Unknown,,68696
42,Unknown,Unknown,,143638
42,Unknown,Unknown,,95800
42,Unknown,Unknown,,122061
42,Unknown,Unknown,,124188
42,Unknown,Unknown,,61513
42,Unknown,Unknown,,146391
42,Unknown,Unknown,,35400
42,Unknown,Unknown,,104546
42,Unknown,Unknown,,61689
19,Boeing,Boeing 737,189,81950
42,Unknown,Unknown,,111114
42,Unknown,Unknown,,73338
42,Unknown,Unknown,,77606
32,Boeing,Boeing 777,396,57774
42,Unknown,Unknown,,86886
19,Boeing,Boeing 737,189,55667
19,Boeing,Boeing 737,189,119565
3,Airbus,A320,180,55796
42,Unknown,Unknown,,76177
42,Unknown,Unknown,,48342
42,Unknown,Unknown,,106110
42,Unknown,Unknown,,140341
42,Unknown,Unknown,,131038
42,Unknown,Unknown,,98434
42,Unknown,Unknown,,36434
42,Unknown,Unknown,,96855
42,Unknown,Unknown,,130308
34,Boeing,Boeing 787,242,131665
32,Boeing,Boeing 777,396,47400
42,Unknown,Unknown,,147600
23,Boeing,Boeing 747,467,43703
42,Unknown,Unknown,,108521
42,Unknown,Unknown,,139774
42,Unknown,Unknown,,38769
42,Unknown,Unknown,,75289
42,Unknown,Unknown,,35550
42,Unknown,Unknown,,155133
42,Unknown,Unknown,,155288
42,Unknown,Unknown,,155341
42,Unknown,Unknown,,112748
42,Unknown,Unknown,,69590
42,Unknown,Unknown,,127202
42,Unknown,Unknown,,102443
42,Unknown,Unknown,,34868
34,Boeing,Boeing 787,242,46620
42,Unknown,Unknown,,66338
26,Boeing,Boeing 757,200,154799
42,Unknown,Unknown,,112299
42,Unknown,Unknown,,108384
42,Unknown,Unknown,,76111
42,Unknown,Unknown,,153994
42,Unknown,Unknown,,83293
3,Airbus,A320,180,102043
26,Boeing,Boeing 757,200,56704
42,Unknown,Unknown,,123039
26,Boeing,Boeing 757,200,59712
19,Boeing,Boeing 737,189,123989
42,Unknown,Unknown,,114512
42,Unknown,Unknown,,87809
42,Unknown,Unknown,,109524
23,Boeing,Boeing 747,467,138869
42,Unknown,Unknown,,70161
42,Unknown,Unknown,,37853
42,Unknown,Unknown,,42529
42,Unknown,Unknown,,150300
42,Unknown,Unknown,,125512
42,Unknown,Unknown,,92923
34,Boeing,Boeing 787,242,106567
42,Unknown,Unknown,,156136
42,Unknown,Unknown,,133074
42,Unknown,Unknown,,82427
42,Unknown,Unknown,,94432
19,Boeing,Boeing 737,189,142693
42,Unknown,Unknown,,117718
42,Unknown,Unknown,,83853
42,Unknown,Unknown,,150943
42,Unknown,Unknown,,127227
42,Unknown,Unknown,,124953
19,Boeing,Boeing 737,189,49576
42,Unknown,Unknown,,118649
42,Unknown,Unknown,,47854
42,Unknown,Unknown,,48081
28,Boeing,Boeing 767,216,48815
42,Unknown,Unknown,,79500
42,Unknown,Unknown,,97504
3,Airbus,A320,180,48289
42,Unknown,Unknown,,108357
42,Unknown,Unknown,,98610
26,Boeing,Boeing 757,200,44123
42,Unknown,Unknown,,138477
42,Unknown,Unknown,,144866
42,Unknown,Unknown,,147633
42,Unknown,Unknown,,115869
42,Unknown,Unknown,,123492
42,Unknown,Unknown,,113171
42,Unknown,Unknown,,135171
42,Unknown,Unknown,,119291
42,Unknown,Unknown,,124617
42,Unknown,Unknown,,70654
42,Unknown,Unknown,,95025
42,Unknown,Unknown,,94071
34,Boeing,Boeing 787,242,47323
42,Unknown,Unknown,,84292
42,Unknown,Unknown,,119809
42,Unknown,Unknown,,144662
42,Unknown,Unknown,,132319
23,Boeing,Boeing 747,467,40571
34,Boeing,Boeing 787,242,40572
32,Boeing,Boeing 777,396,127325
3,Airbus,A320,180,43967
23,Boeing,Boeing 747,467,50848
42,Unknown,Unknown,,35149
42,Unknown,Unknown,,37348
42,Unknown,Unknown,,107877
42,Unknown,Unknown,,118893
42,Unknown,Unknown,,85507
23,Boeing,Boeing 747,467,54480
42,Unknown,Unknown,,92774
42,Unknown,Unknown,,140992
32,Boeing,Boeing 777,396,128603
42,Unknown,Unknown,,129437
32,Boeing,Boeing 777,396,57778
42,Unknown,Unknown,,74323
42,Unknown,Unknown,,62468
42,Unknown,Unknown,,58258
42,Unknown,Unknown,,133230
42,Unknown,Unknown,,114127
42,Unknown,Unknown,,96168
42,Unknown,Unknown,,109153
42,Unknown,Unknown,,79465
42,Unknown,Unknown,,95695
26,Boeing,Boeing 757,200,42088
19,Boeing,Boeing 737,189,80077
19,Boeing,Boeing 737,189,80287
19,Boeing,Boeing 737,189,89073
42,Unknown,Unknown,,86220
42,Unknown,Unknown,,154635
42,Unknown,Unknown,,126982
42,Unknown,Unknown,,99007
42,Unknown,Unknown,,140222
42,Unknown,Unknown,,94417
42,Unknown,Unknown,,38780
42,Unknown,Unknown,,35337
42,Unknown,Unknown,,38974
42,Unknown,Unknown,,73174
42,Unknown,Unknown,,117955
42,Unknown,Unknown,,54951
42,Unknown,Unknown,,111313
42,Unknown,Unknown,,75375
34,Boeing,Boeing 787,242,136000
42,Unknown,Unknown,,140099
42,Unknown,Unknown,,148096
42,Unknown,Unknown,,93527
42,Unknown,Unknown,,53244
42,Unknown,Unknown,,47511
42,Unknown,Unknown,,117810
42,Unknown,Unknown,,60861
42,Unknown,Unknown,,66211
32,Boeing,Boeing 777,396,127829
19,Boeing,Boeing 737,189,57766
32,Boeing,Boeing 777,396,106704
42,Unknown,Unknown,,131726
19,Boeing,Boeing 737,189,49349
42,Unknown,Unknown,,117126
34,Boeing,Boeing 787,242,135131
42,Unknown,Unknown,,41937
42,Unknown,Unknown,,104927
42,Unknown,Unknown,,85408
42,Unknown,Unknown,,155784
42,Unknown,Unknown,,85993
42,Unknown,Unknown,,115938
42,Unknown,Unknown,,76882
19,Boeing,Boeing 737,189,123428
42,Unknown,Unknown,,91599
42,Unknown,Unknown,,100000
32,Boeing,Boeing 777,396,45133
42,Unknown,Unknown,,99500
42,Unknown,Unknown,,111530
42,Unknown,Unknown,,113668
19,Boeing,Boeing 737,189,152991
42,Unknown,Unknown,,94377
19,Boeing,Boeing 737,189,47432
42,Unknown,Unknown,,64938
42,Unknown,Unknown,,103688
42,Unknown,Unknown,,103634
42,Unknown,Unknown,,80892
42,Unknown,Unknown,,97231
19,Boeing,Boeing 737,189,77611
42,Unknown,Unknown,,145814
19,Boeing,Boeing 737,189,68137
42,Unknown,Unknown,,105213
19,Boeing,Boeing 737,189,94978
32,Boeing,Boeing 777,396,76279
42,Unknown,Unknown,,93289
42,Unknown,Unknown,,112676
19,Boeing,Boeing 737,189,49472
42,Unknown,Unknown,,34938
19,Boeing,Boeing 737,189,124749
19,Boeing,Boeing 737,189,64889
42,Unknown,Unknown,,72862
3,Airbus,A320,180,58620
42,Unknown,Unknown,,88520
42,Unknown,Unknown,,49887
42,Unknown,Unknown,,118048
42,Unknown,Unknown,,65506
42,Unknown,Unknown,,156360
42,Unknown,Unknown,,81625
23,Boeing,Boeing 747,467,41570
34,Boeing,Boeing 787,242,45645
32,Boeing,Boeing 777,396,43873
42,Unknown,Unknown,,104901
42,Unknown,Unknown,,86635
32,Boeing,Boeing 777,396,146885
42,Unknown,Unknown,,143340
42,Unknown,Unknown,,113328
42,Unknown,Unknown,,67247
42,Unknown,Unknown,,116267
42,Unknown,Unknown,,122293
42,Unknown,Unknown,,75162
42,Unknown,Unknown,,71885
42,Unknown,Unknown,,147159
42,Unknown,Unknown,,120341
42,Unknown,Unknown,,118739
42,Unknown,Unknown,,85395
19,Boeing,Boeing 737,189,80695
42,Unknown,Unknown,,82465
34,Boeing,Boeing 787,242,86573
42,Unknown,Unknown,,80696
34,Boeing,Boeing 787,242,138380
42,Unknown,Unknown,,67194
42,Unknown,Unknown,,83573
42,Unknown,Unknown,,57336
42,Unknown,Unknown,,82684
42,Unknown,Unknown,,90030
42,Unknown,Unknown,,140555
32,Boeing,Boeing 777,396,45290
26,Boeing,Boeing 757,200,45347
19,Boeing,Boeing 737,189,67250
19,Boeing,Boeing 737,189,128398
42,Unknown,Unknown,,136554
42,Unknown,Unknown,,72375
42,Unknown,Unknown,,122436
42,Unknown,Unknown,,96088
42,Unknown,Unknown,,113859
42,Unknown,Unknown,,55905
42,Unknown,Unknown,,50420
19,Boeing,Boeing 737,189,106648
42,Unknown,Unknown,,75868
42,Unknown,Unknown,,92594
19,Boeing,Boeing 737,189,69076
42,Unknown,Unknown,,124960
42,Unknown,Unknown,,69077
42,Unknown,Unknown,,80768
42,Unknown,Unknown,,114723
42,Unknown,Unknown,,68274
34,Boeing,Boeing 787,242,115523
42,Unknown,Unknown,,73861
28,Boeing,Boeing 767,216,88648
42,Unknown,Unknown,,80156
42,Unknown,Unknown,,106211
42,Unknown,Unknown,,50141
42,Unknown,Unknown,,148939
42,Unknown,Unknown,,92519
42,Unknown,Unknown,,109593
42,Unknown,Unknown,,155018
42,Unknown,Unknown,,95126
42,Unknown,Unknown,,67898
42,Unknown,Unknown,,111027
42,Unknown,Unknown,,120274
42,Unknown,Unknown,,39069
42,Unknown,Unknown,,150750
42,Unknown,Unknown,,34901
19,Boeing,Boeing 737,189,103152
42,Unknown,Unknown,,115248
42,Unknown,Unknown,,116029
42,Unknown,Unknown,,114136
42,Unknown,Unknown,,70098
42,Unknown,Unknown,,93608
42,Unknown,Unknown,,86048
42,Unknown,Unknown,,91084
26,Boeing,Boeing 757,200,90434
42,Unknown,Unknown,,110498
42,Unknown,Unknown,,96225
42,Unknown,Unknown,,117927
42,Unknown,Unknown,,53272
42,Unknown,Unknown,,67331
19,Boeing,Boeing 737,189,107855
42,Unknown,Unknown,,56130
42,Unknown,Unknown,,114793
42,Unknown,Unknown,,136720
42,Unknown,Unknown,,41774
42,Unknown,Unknown,,97804
42,Unknown,Unknown,,105583
42,Unknown,Unknown,,153226
42,Unknown,Unknown,,75127
42,Unknown,Unknown,,119108
42,Unknown,Unknown,,115201
42,Unknown,Unknown,,103626
42,Unknown,Unknown,,93223
26,Boeing,Boeing 757,200,44819
42,Unknown,Unknown,,94818
42,Unknown,Unknown,,126553
42,Unknown,Unknown,,98564
42,Unknown,Unknown,,89469
42,Unknown,Unknown,,111890
42,Unknown,Unknown,,98620
34,Boeing,Boeing 787,242,46531
42,Unknown,Unknown,,48366
32,Boeing,Boeing 777,396,52156
42,Unknown,Unknown,,46423
42,Unknown,Unknown,,35497
35,,Boeing 788,,61469
34,Boeing,Boeing 787,242,62542
42,Unknown,Unknown,,41427
42,Unknown,Unknown,,118725
42,Unknown,Unknown,,47877
42,Unknown,Unknown,,39277
34,Boeing,Boeing 787,242,69358
2,Airbus,A319,134,62047
42,Unknown,Unknown,,145480
42,Unknown,Unknown,,88202
42,Unknown,Unknown,,151606
42,Unknown,Unknown,,114959
42,Unknown,Unknown,,78896
42,Unknown,Unknown,,55236
42,Unknown,Unknown,,73546
42,Unknown,Unknown,,95884
42,Unknown,Unknown,,46048
42,Unknown,Unknown,,49174
28,Boeing,Boeing 767,216,48713
42,Unknown,Unknown,,84237
42,Unknown,Unknown,,147935
42,Unknown,Unknown,,111353
42,Unknown,Unknown,,66448
42,Unknown,Unknown,,123761
34,Boeing,Boeing 787,242,49289
19,Boeing,Boeing 737,189,62600
42,Unknown,Unknown,,77122
42,Unknown,Unknown,,66275
32,Boeing,Boeing 777,396,88485
42,Unknown,Unknown,,99532
42,Unknown,Unknown,,129297
42,Unknown,Unknown,,140349
32,Boeing,Boeing 777,396,99624
42,Unknown,Unknown,,99220
42,Unknown,Unknown,,36930
42,Unknown,Unknown,,138552
42,Unknown,Unknown,,48761
19,Boeing,Boeing 737,189,43879
42,Unknown,Unknown,,101696
42,Unknown,Unknown,,41110
42,Unknown,Unknown,,108975
42,Unknown,Unknown,,156012
42,Unknown,Unknown,,54818
34,Boeing,Boeing 787,242,53304
32,Boeing,Boeing 777,396,53692
26,Boeing,Boeing 757,200,52577
42,Unknown,Unknown,,114608
42,Unknown,Unknown,,70666
42,Unknown,Unknown,,62160
42,Unknown,Unknown,,85286
19,Boeing,Boeing 737,189,67400
19,Boeing,Boeing 737,189,67401
34,Boeing,Boeing 787,242,75284
42,Unknown,Unknown,,110480
19,Boeing,Boeing 737,189,115790
42,Unknown,Unknown,,117569
42,Unknown,Unknown,,80114
42,Unknown,Unknown,,118101
19,Boeing,Boeing 737,189,148595
42,Unknown,Unknown,,144392
42,Unknown,Unknown,,84257
42,Unknown,Unknown,,81566
42,Unknown,Unknown,,150736
42,Unknown,Unknown,,138952
42,Unknown,Unknown,,124844
42,Unknown,Unknown,,91759
26,Boeing,Boeing 757,200,83549
42,Unknown,Unknown,,61600
42,Unknown,Unknown,,50978
42,Unknown,Unknown,,95725
26,Boeing,Boeing 757,200,42911
42,Unknown,Unknown,,84149
26,Boeing,Boeing 757,200,55040
42,Unknown,Unknown,,71390
42,Unknown,Unknown,,55722
42,Unknown,Unknown,,96913
42,Unknown,Unknown,,118556
42,Unknown,Unknown,,78928
42,Unknown,Unknown,,123312
42,Unknown,Unknown,,123847
42,Unknown,Unknown,,123047
42,Unknown,Unknown,,47685
19,Boeing,Boeing 737,189,152044
32,Boeing,Boeing 777,396,39904
19,Boeing,Boeing 737,189,58931
3,Airbus,A320,180,54023
42,Unknown,Unknown,,131198
42,Unknown,Unknown,,39778
42,Unknown,Unknown,,122714
42,Unknown,Unknown,,60050
3,Airbus,A320,180,139177
42,Unknown,Unknown,,86281
42,Unknown,Unknown,,138864
42,Unknown,Unknown,,124122
42,Unknown,Unknown,,154318
42,Unknown,Unknown,,66531
42,Unknown,Unknown,,46851
42,Unknown,Unknown,,45896
42,Unknown,Unknown,,142529
42,Unknown,Unknown,,37287
42,Unknown,Unknown,,118638
42,Unknown,Unknown,,111244
42,Unknown,Unknown,,138340
42,Unknown,Unknown,,147825
42,Unknown,Unknown,,115765
42,Unknown,Unknown,,111449
34,Boeing,Boeing 787,242,120690
28,Boeing,Boeing 767,216,56583
42,Unknown,Unknown,,78491
42,Unknown,Unknown,,73237
26,Boeing,Boeing 757,200,65510
3,Airbus,A320,180,96690
42,Unknown,Unknown,,46439
19,Boeing,Boeing 737,189,128016
42,Unknown,Unknown,,131142
42,Unknown,Unknown,,136262
42,Unknown,Unknown,,112448
42,Unknown,Unknown,,113163
42,Unknown,Unknown,,123244
42,Unknown,Unknown,,93771
32,Boeing,Boeing 777,396,48991
42,Unknown,Unknown,,60670
26,Boeing,Boeing 757,200,65261
42,Unknown,Unknown,,38185
42,Unknown,Unknown,,89528
42,Unknown,Unknown,,40072
42,Unknown,Unknown,,118964
42,Unknown,Unknown,,81971
3,Airbus,A320,180,143862
19,Boeing,Boeing 737,189,75119
42,Unknown,Unknown,,102908
19,Boeing,Boeing 737,189,43576
28,Boeing,Boeing 767,216,104411
42,Unknown,Unknown,,35488
42,Unknown,Unknown,,151085
32,Boeing,Boeing 777,396,101321
42,Unknown,Unknown,,85267
42,Unknown,Unknown,,53083
42,Unknown,Unknown,,92486
19,Boeing,Boeing 737,189,104854
26,Boeing,Boeing 757,200,40462
42,Unknown,Unknown,,98704
26,Boeing,Boeing 757,200,63130
42,Unknown,Unknown,,72615
42,Unknown,Unknown,,116465
42,Unknown,Unknown,,69865
34,Boeing,Boeing 787,242,97052
42,Unknown,Unknown,,116003
42,Unknown,Unknown,,116473
42,Unknown,Unknown,,78617
42,Unknown,Unknown,,78915
42,Unknown,Unknown,,57837
42,Unknown,Unknown,,74689
42,Unknown,Unknown,,143400
42,Unknown,Unknown,,85457
42,Unknown,Unknown,,117201
42,Unknown,Unknown,,123434
42,Unknown,Unknown,,81618
42,Unknown,Unknown,,107457
42,Unknown,Unknown,,89169
23,Boeing,Boeing 747,467,60973
34,Boeing,Boeing 787,242,63018
42,Unknown,Unknown,,119746
42,Unknown,Unknown,,101128
42,Unknown,Unknown,,82389
42,Unknown,Unknown,,135650
42,Unknown,Unknown,,148863
19,Boeing,Boeing 737,189,66648
34,Boeing,Boeing 787,242,135790
